"Palta", 449.83, 545
"Espárrago", 575.45, 208
"Zanahoria", 31.59, 666
"Rabanito", 240.56, 294
"Frambuesa", 2153.98, 84
"Lima", 1307.35, 236
"Coliflor", 30.77, 545
"Lima", 1054.44, 206
"Durazno", 160.61, 648
"Champignon", 3621.80, 109
"Palta", 1144.49, 416
"Lima", 1209.38, 222
"Apio", 55.38, 315
"Berenjena", 59.57, 486
"Coliflor", 33.85, 510
"Berenjena", 55.01, 600
"Banana", 50.13, 1030
"Naranja", 16.80, 860
"Mandarina", 26.95, 950
"Banana", 59.25, 1090
"Morrón", 2876.30, 540
"Naranja", 16.64, 1170
"Acelga", 24.47, 747
"Naranja", 8.08, 1190
"Kinoto", 40.39, 202
"Ajo", 933.42, 114
"Manzana", 145.31, 1000
"Mandarina", 9.65, 1050
"TomCherry", 556.39, 234
"Espárrago", 632.81, 160
"Ciruela", 936.29, 1062
"Tomate", 709.73, 792
"Tomate", 743.25, 1026
"Morrón", 2914.68, 666
"Repollo", 4.50, 833
"Papa", 12.76, 1000
"Limon", 305.08, 707
"Brócoli", 364.43, 392
"Lima", 1246.43, 214
"Frutilla", 256.40, 330
"Tomate", 718.45, 927
"Ciruela", 1017.94, 720
"Durazno", 155.79, 768
"Banana", 52.45, 860
"Lima", 1222.40, 218
"Frambuesa", 2102.31, 96
"Lima", 1205.06, 204
"Manzana", 127.18, 1040
"Choclo", 57.98, 258
"Uva", 710.61, 354
"Zanahoria", 41.61, 552
"Morrón", 2952.10, 486
"Durazno", 183.60, 680
"Alcachofa", 153.55, 348
"Champignon", 3623.84, 82
"Lima", 1346.43, 222
"Uva", 703.32, 300
"Alcachofa", 150.07, 240
"Caqui", 770.72, 118
"Sandía", 64.37, 1035
"Frambuesa", 2101.11, 86
"Cereza", 1070.58, 180
"Alcachofa", 164.53, 279
"Batata", 13.31, 1080
"Ajo", 884.78, 105
"Choclo", 54.10, 354
"Naranja", 17.46, 1110
"Morrón", 2892.02, 504
"Alcachofa", 137.96, 240
"Lima", 1384.06, 210
"Alcachofa", 145.00, 333
"Rabanito", 222.48, 315
"Durazno", 276.18, 840
"Pepino", 31.23, 550
"Pomelo", 45.27, 882
"Ajo", 914.43, 115
"Cebolla", 61.59, 912
"TomCherry", 551.06, 232
"Papa", 16.46, 1040
"Tomate", 759.06, 918
"Berenjena", 74.15, 690
"Melón", 116.08, 432
"Sandía", 56.19, 1062
"Pomelo", 32.23, 1044
"Cereza", 988.57, 222
"Coliflor", 26.47, 465
"Champignon", 3542.02, 91
"Durazno", 182.26, 664
"Palta", 471.13, 600
"TomCherry", 577.16, 194
"Berenjena", 58.34, 558
"Brócoli", 385.53, 340
"Cereza", 1033.66, 162
"Melón", 87.45, 396
"Lima", 1196.87, 178
"Durazno", 190.26, 864
"Zanahoria", 38.47, 600
"Coliflor", 25.17, 460
"Kiwi", 440.00, 328
"Champignon", 3606.55, 103
"Kiwi", 422.19, 400
"Durazno", 174.12, 824
"Ciruela", 1018.11, 945
"TomCherry", 528.04, 218
"Champignon", 3534.02, 118
"Frutilla", 295.00, 261
"Durazno", 274.17, 904
"Frutilla", 292.70, 318
"Pepino", 28.13, 590
"Caqui", 831.01, 110
"Ciruela", 913.11, 810
"Espárrago", 615.39, 234
"Naranja", 15.59, 970
"Espárrago", 632.35, 226
"Frambuesa", 2050.49, 109
"Berenjena", 41.26, 648
"Tomate", 723.52, 1062
"Lima", 1062.61, 168
"Tomate", 720.23, 1035
"Mandarina", 30.30, 1170
"Lima", 1276.46, 230
"Naranja", 10.35, 1120
"Champignon", 3628.74, 105
"Palta", 1129.83, 404
"Sandía", 60.86, 747
"Frutilla", 273.67, 306
"Sandía", 57.76, 1017
"Mandarina", 21.02, 1010
"Alcachofa", 151.79, 264
"Batata", 18.28, 1100
"Champignon", 3523.50, 111
"Pepino", 36.37, 560
"Lechuga", 37.52, 801
"Morrón", 2981.10, 516
"Rabanito", 203.20, 330
"Caqui", 785.55, 96
"Frambuesa", 2035.76, 106
"Higo", 2514.06, 86
"Durazno", 158.12, 640
"Banana", 67.61, 940
"Brócoli", 373.12, 468
"Lima", 1031.75, 212
"Manzana", 154.55, 970
"Alcachofa", 150.30, 327
"Limon", 328.86, 819
"Cebolla", 76.47, 848
"Sandía", 68.34, 765
"Rabanito", 222.85, 360
"Kiwi", 431.55, 340
"Batata", 14.16, 970
"Alcachofa", 144.67, 324
"Durazno", 270.44, 688
"Batata", 13.78, 820
"Zuccini", 82.86, 636
"Pomelo", 40.36, 963
"Cereza", 1044.56, 180
"Berenjena", 55.31, 618
"Mandarina", 20.64, 1110
"Manzana", 125.03, 980
"Lechuga", 31.28, 846
"Melón", 106.27, 328
"Pera", 148.97, 1190
"Durazno", 172.79, 664
"Zanahoria", 34.09, 696
"Frambuesa", 2024.19, 103
"Palta", 512.49, 405
"Espárrago", 574.21, 174
"Zuccini", 87.21, 558
"Ajo", 874.52, 85
"Pepino", 42.11, 410
"Melón", 114.34, 320
"Tomate", 755.21, 891
"Pepino", 35.44, 550
"Pomelo", 47.78, 819
"Manzana", 138.03, 1180
"Calabaza", 12.04, 872
"Lima", 1266.97, 236
"Morrón", 3007.53, 678
"Zanahoria", 34.40, 510
"Morrón", 2957.48, 522
"Durazno", 179.56, 904
"Durazno", 155.05, 952
"Rabanito", 218.87, 255
"Coliflor", 29.25, 535
"Batata", 30.59, 820
"Tomate", 675.64, 774
"Naranja", 11.16, 1150
"Sandía", 70.89, 720
"Cereza", 996.06, 160
"Kinoto", 32.31, 220
"Palta", 1037.85, 428
"Pomelo", 45.38, 990
"Calabaza", 24.71, 664
"Lima", 1290.45, 180
"Tomate", 746.41, 756
"Higo", 2563.30, 120
"Apio", 72.61, 309
"Ajo", 892.48, 107
"Acelga", 22.39, 963
"Naranja", 14.97, 1180
"Banana", 71.87, 1150
"Berenjena", 58.40, 612
"Rabanito", 220.15, 318
"Lima", 1022.95, 172
"Rabanito", 233.76, 336
"Kiwi", 428.94, 376
"Lechuga", 45.80, 981
"Higo", 2456.68, 114
"Palta", 1141.92, 436
"Banana", 54.41, 1150
"Alcachofa", 138.27, 309
"Kinoto", 40.64, 212
"Kiwi", 428.97, 412
"Durazno", 140.21, 736
"Ciruela", 990.54, 882
"Espárrago", 576.44, 162
"Caqui", 807.86, 110
"Batata", 17.20, 1180
"Tomate", 711.96, 1071
"Brócoli", 328.41, 320
"Rabanito", 229.37, 255
"Banana", 66.87, 1190
"Palta", 482.82, 535
"Mandarina", 15.23, 960
"Calabaza", 16.10, 960
"Mandarina", 4.13, 960
"Kinoto", 18.03, 202
"Lima", 1381.63, 204
"Morrón", 3016.19, 522
"Batata", 18.72, 1090
"Higo", 2532.55, 91
"Caqui", 807.36, 114
"Palta", 493.83, 520
"Cereza", 1024.59, 204
"Morrón", 2918.80, 576
"Champignon", 3583.99, 119
"Berenjena", 56.07, 480
"Pepino", 39.35, 495
"Cereza", 1017.58, 220
"TomCherry", 544.89, 222
"Ciruela", 967.75, 783
"Palta", 1156.47, 368
"Morrón", 3022.16, 540
"Zanahoria", 39.37, 648
"Lima", 1197.18, 236
"Manzana", 146.16, 1180
"Berenjena", 54.33, 678
"Mandarina", 29.86, 980
"Berenjena", 37.56, 648
"Papa", 22.74, 820
"Acelga", 18.35, 801
"Frambuesa", 1996.70, 109
"Naranja", 17.12, 1080
"Pera", 158.65, 1000
"Lima", 1209.27, 182
"Acelga", 20.50, 828
"Higo", 2470.43, 92
"Naranja", 13.41, 990
"Ajo", 909.88, 98
"Frambuesa", 2031.19, 116
"Rabanito", 216.06, 267
"Acelga", 22.75, 1017
"Lima", 1415.42, 170
"Morrón", 2906.69, 504
"Cereza", 1030.18, 168
"Pomelo", 56.61, 972
"Berenjena", 55.26, 516
"Sandía", 69.29, 765
"Frutilla", 256.26, 342
"Ciruela", 973.66, 855
"Caqui", 838.28, 95
"Banana", 53.18, 800
"Limon", 343.44, 679
"Naranja", 13.17, 910
"Alcachofa", 132.26, 300
"Durazno", 136.06, 840
"Apio", 61.21, 354
"Lechuga", 49.07, 945
"Morrón", 2970.04, 588
"Ciruela", 960.04, 1035
"Cereza", 961.24, 198
"Repollo", 6.40, 651
"Sandía", 66.99, 819
"Morrón", 2960.80, 690
"Kiwi", 428.67, 380
"Acelga", 21.18, 954
"Naranja", 10.19, 1100
"Lima", 1234.31, 180
"Lima", 1178.38, 194
"Espárrago", 611.10, 204
"Apio", 62.00, 294
"Pera", 176.03, 1160
"Batata", 24.74, 1180
"Ajo", 862.70, 109
"TomCherry", 547.06, 194
"Rabanito", 218.76, 300
"Durazno", 253.84, 648
"Espárrago", 603.23, 216
"Banana", 52.13, 1070
"Pera", 148.71, 850
"Durazno", 170.65, 768
"Champignon", 3501.60, 112
"Lima", 1287.50, 166
"Lechuga", 44.23, 945
"Kinoto", 33.72, 186
"Cebolla", 57.32, 696
"Mandarina", 32.84, 970
"Ciruela", 920.87, 1026
"Naranja", 16.74, 890
"Mandarina", 24.40, 1070
"Frutilla", 276.54, 330
"Mandarina", 32.03, 870
"Cereza", 999.56, 228
"Sandía", 54.28, 1071
"Durazno", 166.13, 640
"Pomelo", 48.61, 882
"Ciruela", 958.38, 756
"Lima", 1221.81, 196
"Zanahoria", 28.43, 696
"Palta", 464.66, 480
"Naranja", 8.28, 970
"Mandarina", 18.25, 990
"Durazno", 252.23, 728
"Pepino", 47.91, 585
"Champignon", 3581.83, 108
"Tomate", 695.63, 792
"Zanahoria", 30.73, 492
"Lima", 1020.75, 178
"Kinoto", 36.98, 236
"Pepino", 37.63, 450
"Calabaza", 20.29, 912
"Cebolla", 65.69, 872
"Batata", 25.72, 1150
"Lima", 1012.89, 214
"Limon", 326.36, 588
"Lima", 1241.94, 226
"Mandarina", 19.13, 980
"Papa", 12.58, 860
"Choclo", 53.72, 312
"Morrón", 2921.53, 660
"Limon", 322.91, 609
"Sandía", 70.34, 837
"Apio", 62.77, 360
"Frutilla", 306.77, 300
"TomCherry", 567.45, 172
"Mandarina", 11.90, 1080
"Rabanito", 235.73, 348
"Lima", 1014.99, 160
"Zanahoria", 30.61, 624
"Frambuesa", 2092.05, 100
"Caqui", 838.40, 97
"Pera", 126.71, 1140
"Lima", 1225.23, 184
"Naranja", 11.41, 1170
"Pera", 148.90, 1140
"Apio", 54.42, 270
"Naranja", 15.07, 890
"Palta", 498.70, 410
"Lima", 1160.57, 186
"Batata", 19.77, 1070
"Coliflor", 41.04, 460
"Sandía", 65.21, 1071
"Naranja", 10.21, 1180
"Banana", 73.99, 910
"Kinoto", 36.39, 218
"Acelga", 23.66, 909
"Durazno", 282.47, 800
"Cereza", 1004.44, 172
"Pomelo", 51.01, 882
"Durazno", 138.72, 936
"Banana", 62.90, 1130
"Alcachofa", 149.41, 357
"Calabaza", 19.38, 824
"Rabanito", 214.98, 318
"Coliflor", 27.96, 475
"Pera", 154.63, 1200
"Pepino", 30.21, 555
"Ajo", 863.39, 108
"TomCherry", 556.17, 210
"Champignon", 3576.24, 102
"Mandarina", 20.65, 840
"Manzana", 131.13, 1020
"Zuccini", 89.33, 702
"Pomelo", 55.89, 783
"Morrón", 2924.37, 684
"Lima", 1227.34, 238
"Banana", 72.07, 1070
"Durazno", 143.46, 936
"Lima", 1025.78, 224
"Batata", 21.59, 1010
"Pera", 144.92, 1180
"Coliflor", 26.40, 420
"Lima", 1208.32, 186
"Sandía", 73.10, 972
"Alcachofa", 143.06, 249
"Kiwi", 416.26, 416
"Uva", 710.15, 315
"Tomate", 753.44, 819
"Palta", 1175.71, 368
"Frambuesa", 2005.59, 81
"Caqui", 828.07, 91
"Pera", 132.11, 1020
"Zuccini", 75.36, 576
"Sandía", 72.06, 1080
"Espárrago", 574.90, 198
"Higo", 2468.52, 117
"Batata", 11.30, 820
"Mandarina", 16.08, 1190
"Uva", 705.24, 258
"Zuccini", 78.55, 642
"Limon", 319.94, 672
"Zanahoria", 35.41, 492
"Champignon", 3650.32, 88
"Mandarina", 18.54, 910
"Apio", 66.58, 324
"Calabaza", 28.32, 792
"Coliflor", 29.90, 465
"Brócoli", 361.09, 384
"TomCherry", 550.09, 188
"Kiwi", 419.50, 464
"Brócoli", 348.38, 356
"Lima", 1425.51, 232
"Acelga", 24.06, 738
"TomCherry", 504.41, 164
"Lima", 1073.89, 214
"Melón", 101.38, 372
"Brócoli", 363.37, 336
"Limon", 306.51, 700
"Apio", 43.70, 360
"Pepino", 32.34, 575
"Cebolla", 77.84, 704
"Palta", 1140.45, 404
"Coliflor", 37.23, 450
"Palta", 489.37, 470
"Tomate", 751.90, 828
"Manzana", 144.35, 960
"Lima", 1022.89, 202
"Tomate", 774.15, 900
"Kinoto", 34.04, 220
"Palta", 485.78, 475
"Mandarina", 25.92, 820
"TomCherry", 556.70, 202
"Mandarina", 18.17, 1190
"Ajo", 918.16, 112
"Higo", 2565.35, 111
"Lima", 1234.74, 212
"Kinoto", 36.26, 208
"Champignon", 3571.03, 86
"Mandarina", 12.10, 1050
"Sandía", 63.67, 1026
"Lima", 1312.53, 176
"Tomate", 742.48, 909
"Manzana", 141.28, 920
"Naranja", 12.75, 870
"Papa", 19.67, 1020
"Pera", 151.48, 1140
"Repollo", 4.23, 707
"Durazno", 175.90, 832
"Apio", 67.46, 240
"Calabaza", 21.91, 720
"Cebolla", 61.06, 800
"Palta", 1167.52, 324
"Durazno", 125.61, 792
"Mandarina", 15.35, 1080
"Tomate", 737.05, 765
"Palta", 1136.20, 364
"Lechuga", 36.30, 828
"TomCherry", 539.54, 236
"Limon", 286.34, 665
"Durazno", 164.24, 720
"Limon", 353.42, 665
"Ajo", 901.75, 111
"Frutilla", 290.47, 255
"Lima", 1152.76, 232
"Cereza", 1058.54, 224
"Pomelo", 48.21, 801
"Durazno", 265.68, 768
"Pepino", 38.65, 445
"Pomelo", 40.91, 756
"Uva", 747.08, 333
"Uva", 654.62, 288
"Naranja", 9.49, 830
"Tomate", 740.86, 1062
"Naranja", 8.46, 1190
"Batata", 18.54, 820
"Caqui", 807.13, 97
"Brócoli", 343.40, 460
"Batata", 19.89, 1110
"Coliflor", 30.76, 430
"Palta", 1102.42, 360
"Pera", 157.70, 1110
"Kinoto", 43.91, 182
"Lima", 1252.90, 240
"Durazno", 154.13, 848
"Lima", 1422.88, 198
"Lima", 1092.20, 202
"Cebolla", 65.57, 784
"Papa", 18.70, 1060
"Acelga", 18.98, 909
"Berenjena", 56.42, 624
"Alcachofa", 159.30, 318
"Palta", 460.69, 515
"TomCherry", 524.04, 236
"Cereza", 1034.66, 238
"Cebolla", 60.25, 728
"Durazno", 276.38, 832
"Pepino", 44.00, 415
"Manzana", 158.61, 810
"TomCherry", 567.13, 196
"Batata", 24.16, 840
"Espárrago", 575.88, 184
"Berenjena", 46.49, 660
"Naranja", 16.61, 1060
"Calabaza", 22.46, 680
"Palta", 536.32, 460
"Limon", 318.05, 756
"Naranja", 16.06, 870
"Choclo", 63.25, 333
"Brócoli", 359.42, 384
"Morrón", 3020.49, 702
"Durazno", 283.29, 816
"Batata", 11.29, 1180
"Melón", 133.35, 384
"Manzana", 135.89, 940
"Lima", 1025.12, 176
"Morrón", 2971.01, 714
"Coliflor", 22.08, 520
"Uva", 738.95, 309
"Lechuga", 32.94, 738
"Limon", 328.23, 721
"Manzana", 152.42, 1000
"Choclo", 47.51, 276
"Lima", 1156.76, 190
"Calabaza", 27.25, 880
"Acelga", 12.66, 783
"Cebolla", 60.38, 792
"Cebolla", 64.91, 848
"Durazno", 154.27, 960
"Coliflor", 21.43, 475
"Kiwi", 420.27, 332
"Ajo", 989.00, 114
"Tomate", 768.86, 945
"Melón", 106.42, 340
"Morrón", 2973.18, 606
"Rabanito", 220.68, 333
"Lechuga", 32.67, 918
"Pepino", 41.31, 585
"Manzana", 126.26, 1090
"Durazno", 154.98, 704
"Limon", 323.93, 630
"Lima", 1043.13, 186
"Lima", 1214.29, 200
"Berenjena", 63.43, 696
"Uva", 722.53, 267
"Frutilla", 296.78, 339
"Espárrago", 604.48, 240
"Espárrago", 602.42, 162
"Frutilla", 323.13, 342
"Pepino", 45.58, 445
"Frambuesa", 2103.01, 107
"Alcachofa", 137.04, 294
"Choclo", 59.73, 261
"Zuccini", 88.29, 522
"Papa", 24.05, 850
"Kinoto", 24.83, 230
"Brócoli", 333.54, 360
"Cereza", 1030.58, 200
"Coliflor", 29.40, 595
"Melón", 98.45, 436
"Morrón", 3018.94, 510
"Frutilla", 259.81, 291
"Caqui", 860.24, 99
"Durazno", 136.09, 872
"Zuccini", 80.19, 618
"Manzana", 154.67, 1200
"Ciruela", 1010.03, 819
"Melón", 120.43, 372
"Ciruela", 961.81, 918
"Manzana", 128.40, 1180
"Acelga", 21.06, 729
"Morrón", 2935.92, 480
"Champignon", 3541.71, 87
"Lechuga", 36.15, 801
"Ciruela", 986.70, 819
"Champignon", 3578.76, 107
"Pepino", 34.31, 525
"Champignon", 3595.47, 108
"Manzana", 120.83, 1200
"Lima", 1053.62, 212
"Mandarina", 6.81, 1090
"Champignon", 3674.83, 92
"Lima", 1052.82, 192
"Papa", 14.44, 910
"Durazno", 174.89, 880
"Durazno", 290.26, 840
"Palta", 1162.24, 472
"Limon", 341.78, 686
"Uva", 670.55, 357
"Choclo", 50.24, 294
"Sandía", 59.21, 720
"Kinoto", 39.97, 198
"Tomate", 789.61, 1017
"Lechuga", 42.18, 981
"Ajo", 908.45, 116
"Frutilla", 278.68, 279
"Berenjena", 48.96, 582
"Manzana", 162.87, 920
"Uva", 688.49, 321
"Morrón", 2896.00, 624
"Naranja", 13.36, 1040
"Mandarina", 11.19, 890
"Berenjena", 49.19, 660
"Papa", 17.43, 1130
"Mandarina", 17.83, 1160
"Morrón", 2932.04, 552
"Zanahoria", 38.85, 702
"Cereza", 1006.26, 208
"Berenjena", 59.03, 558
"Kinoto", 22.42, 224
"Naranja", 15.97, 970
"Pera", 168.73, 1100
"Frambuesa", 2078.27, 117
"Rabanito", 229.39, 264
"Acelga", 21.45, 981
"Palta", 1158.21, 384
"Frutilla", 257.97, 249
"Coliflor", 37.90, 600
"Tomate", 751.53, 891
"Brócoli", 340.46, 404
"Apio", 56.96, 333
"Batata", 22.87, 1070
"Lima", 1021.95, 230
"Berenjena", 48.30, 564
"Champignon", 3613.92, 114
"Berenjena", 39.89, 528
"Naranja", 21.42, 850
"Cebolla", 69.57, 928
"Frambuesa", 1999.67, 83
"Brócoli", 322.43, 432
"Banana", 70.20, 1090
"Caqui", 810.34, 116
"Uva", 714.03, 354
"Pomelo", 46.27, 792
"Repollo", 6.06, 623
"Ajo", 957.61, 112
"Espárrago", 605.44, 226
"Durazno", 153.79, 936
"Champignon", 3603.16, 108
"Durazno", 156.39, 664
"Cereza", 1034.45, 174
"Rabanito", 217.49, 333
"Papa", 11.63, 1070
"Tomate", 684.97, 918
"TomCherry", 531.61, 198
"Rabanito", 233.01, 321
"Acelga", 22.44, 801
"Batata", 17.14, 1000
"Morrón", 2891.59, 486
"Durazno", 169.96, 704
"Coliflor", 33.01, 495
"Repollo", 5.81, 602
"Mandarina", 13.56, 900
"Lima", 1203.25, 220
"Zuccini", 106.58, 642
"Repollo", 5.25, 637
"Naranja", 20.53, 1060
"Papa", 17.93, 1130
"Lima", 1020.41, 190
"Naranja", 14.37, 1020
"Naranja", 8.75, 800
"Palta", 1151.31, 424
"Kiwi", 433.34, 384
"Caqui", 823.44, 98
"Rabanito", 228.33, 261
"Naranja", 18.75, 910
"Durazno", 202.60, 824
"Palta", 509.17, 450
"Mandarina", 27.36, 910
"Choclo", 63.51, 270
"Brócoli", 358.82, 412
"Limon", 342.11, 784
"Frambuesa", 2015.98, 82
"Brócoli", 370.89, 460
"Apio", 57.34, 288
"Higo", 2458.89, 98
"Lima", 969.24, 186
"Coliflor", 39.44, 540
"Apio", 57.83, 261
"Caqui", 866.06, 82
"Pepino", 36.00, 535
"Papa", 12.85, 1140
"Pomelo", 50.53, 837
"Palta", 520.95, 470
"Coliflor", 20.75, 455
"Choclo", 44.52, 327
